station_name,hour_of_day,day_of_week,day_name,num_trains,crowd_score,crowd_level,transfer_congestion_risk,peak_slot
Basar,2,1,Tue,2,4.4,Low,Low,No
Basar,3,1,Tue,2,4.6,Low,Low,No
Basar,4,1,Tue,2,5.0,Low,Low,No
Basar,5,1,Tue,2,6.4,Low,Low,No
Basar,6,1,Tue,2,7.8,Low,Low,No
Basar,7,1,Tue,2,8.7,Low,Low,Yes
Basar,8,1,Tue,2,8.3,Low,Low,Yes
Basar,9,1,Tue,2,7.3,Low,Low,Yes
Basar,10,1,Tue,2,6.9,Low,Low,No
Basar,11,1,Tue,2,7.2,Low,Low,No
Basar,12,1,Tue,2,7.5,Low,Low,No
Basar,13,1,Tue,2,7.3,Low,Low,No
Basar,14,1,Tue,2,7.2,Low,Low,No
Basar,15,1,Tue,2,7.5,Low,Low,No
Basar,16,1,Tue,2,8.1,Low,Low,No
Basar,17,1,Tue,2,8.7,Low,Low,Yes
Basar,18,1,Tue,2,9.2,Low,Low,Yes
Basar,19,1,Tue,2,9.2,Low,Low,Yes
Basar,20,1,Tue,2,9.0,Low,Low,Yes
Basar,21,1,Tue,2,8.4,Low,Low,No
Basar,22,1,Tue,2,7.3,Low,Low,No
Basar,23,1,Tue,2,6.0,Low,Low,No
Basar,0,2,Wed,2,4.8,Low,Low,No
Basar,1,2,Wed,2,4.3,Low,Low,No
Basar,2,2,Wed,2,4.2,Low,Low,No
Basar,3,2,Wed,2,4.3,Low,Low,No
Basar,4,2,Wed,2,4.8,Low,Low,No
Basar,5,2,Wed,2,6.1,Low,Low,No
Basar,6,2,Wed,2,7.4,Low,Low,No
Basar,7,2,Wed,2,8.2,Low,Low,Yes
Basar,8,2,Wed,2,7.8,Low,Low,Yes
Basar,9,2,Wed,2,6.9,Low,Low,Yes
Basar,10,2,Wed,2,6.5,Low,Low,No
Basar,11,2,Wed,2,6.8,Low,Low,No
Basar,12,2,Wed,2,7.1,Low,Low,No
Basar,13,2,Wed,2,6.9,Low,Low,No
Basar,14,2,Wed,2,6.8,Low,Low,No
Basar,15,2,Wed,2,7.1,Low,Low,No
Basar,16,2,Wed,2,7.6,Low,Low,No
Basar,17,2,Wed,2,8.2,Low,Low,Yes
Basar,18,2,Wed,2,8.7,Low,Low,Yes
Basar,19,2,Wed,2,8.7,Low,Low,Yes
Basar,20,2,Wed,2,8.5,Low,Low,Yes
Basar,21,2,Wed,2,8.0,Low,Low,No
Basar,22,2,Wed,2,6.9,Low,Low,No
Basar,23,2,Wed,2,5.6,Low,Low,No
Basar,0,3,Thu,2,4.9,Low,Low,No
Basar,1,3,Thu,2,4.5,Low,Low,No
Basar,2,3,Thu,2,4.3,Low,Low,No
Basar,3,3,Thu,2,4.5,Low,Low,No
Basar,4,3,Thu,2,4.9,Low,Low,No
Basar,5,3,Thu,2,6.3,Low,Low,No
Basar,6,3,Thu,2,7.6,Low,Low,No
Basar,7,3,Thu,2,8.5,Low,Low,Yes
Basar,8,3,Thu,2,8.1,Low,Low,Yes
Basar,9,3,Thu,2,7.2,Low,Low,Yes
Basar,10,3,Thu,2,6.7,Low,Low,No
Basar,11,3,Thu,2,7.0,Low,Low,No
Basar,12,3,Thu,2,7.4,Low,Low,No
Basar,13,3,Thu,2,7.2,Low,Low,No
Basar,14,3,Thu,2,7.0,Low,Low,No
Basar,15,3,Thu,2,7.4,Low,Low,No
Basar,16,3,Thu,2,7.9,Low,Low,No
Basar,17,3,Thu,2,8.5,Low,Low,Yes
Basar,18,3,Thu,2,9.0,Low,Low,Yes
Basar,19,3,Thu,2,9.0,Low,Low,Yes
Basar,20,3,Thu,2,8.8,Low,Low,Yes
Basar,21,3,Thu,2,8.3,Low,Low,No
Basar,22,3,Thu,2,7.2,Low,Low,No
Basar,23,3,Thu,2,5.8,Low,Low,No
Basar,0,4,Fri,2,5.9,Low,Low,No
Basar,1,4,Fri,2,5.4,Low,Low,No
Basar,2,4,Fri,2,5.1,Low,Low,No
Basar,3,4,Fri,2,5.4,Low,Low,No
Basar,4,4,Fri,2,5.9,Low,Low,No
Basar,5,4,Fri,2,7.5,Low,Low,No
Basar,6,4,Fri,2,9.1,Low,Low,No
Basar,7,4,Fri,2,10.2,Low,Low,Yes
Basar,8,4,Fri,2,9.6,Low,Low,Yes
Basar,9,4,Fri,2,8.6,Low,Low,Yes
Basar,10,4,Fri,2,8.0,Low,Low,No
Basar,11,4,Fri,2,8.4,Low,Low,No
Basar,12,4,Fri,2,8.8,Low,Low,No
Basar,13,4,Fri,2,8.6,Low,Low,No
Basar,14,4,Fri,2,8.4,Low,Low,No
Basar,15,4,Fri,2,8.8,Low,Low,No
Basar,16,4,Fri,2,9.4,Low,Low,No
Basar,17,4,Fri,2,10.2,Low,Low,Yes
Basar,18,4,Fri,2,10.7,Low,Low,Yes
Basar,19,4,Fri,2,10.7,Low,Low,Yes
Basar,20,4,Fri,2,10.5,Low,Low,Yes
Basar,21,4,Fri,2,9.9,Low,Low,No
Basar,22,4,Fri,2,8.6,Low,Low,No
Basar,23,4,Fri,2,7.0,Low,Low,No
Basar,0,5,Sat,2,7.3,Low,Low,No
Basar,1,5,Sat,2,6.6,Low,Low,No
Basar,2,5,Sat,2,6.4,Low,Low,No
Basar,3,5,Sat,2,6.6,Low,Low,No
Basar,4,5,Sat,2,7.3,Low,Low,No
Basar,5,5,Sat,2,9.3,Low,Low,No
Basar,6,5,Sat,2,11.3,Low,Low,No
Basar,7,5,Sat,2,12.6,Low,Low,Yes
Basar,8,5,Sat,2,11.9,Low,Low,Yes
Basar,9,5,Sat,2,10.6,Low,Low,Yes
Basar,10,5,Sat,2,9.9,Low,Low,No
Basar,11,5,Sat,2,10.3,Low,Low,No
Basar,12,5,Sat,2,10.9,Low,Low,No
Basar,13,5,Sat,2,10.6,Low,Low,No
Basar,14,5,Sat,2,10.3,Low,Low,No
Basar,15,5,Sat,2,10.9,Low,Low,No
Basar,16,5,Sat,2,11.7,Low,Low,No
Basar,17,5,Sat,2,12.6,Low,Low,Yes
Basar,18,5,Sat,2,13.3,Low,Low,Yes
Basar,19,5,Sat,2,13.3,Low,Low,Yes
Basar,20,5,Sat,2,13.0,Low,Low,Yes
Basar,21,5,Sat,2,12.2,Low,Low,No
Basar,22,5,Sat,2,10.6,Low,Low,No
Basar,23,5,Sat,2,8.6,Low,Low,No
Basar,0,6,Sun,2,7.6,Low,Low,No
Basar,1,6,Sun,2,6.9,Low,Low,No
Basar,2,6,Sun,2,6.6,Low,Low,No
Basar,3,6,Sun,2,6.9,Low,Low,No
Basar,4,6,Sun,2,7.6,Low,Low,No
Basar,5,6,Sun,2,9.6,Low,Low,No
Basar,6,6,Sun,2,11.7,Low,Low,No
Basar,7,6,Sun,2,13.1,Low,Low,Yes
Basar,8,6,Sun,2,12.4,Low,Low,Yes
Basar,9,6,Sun,2,11.0,Low,Low,Yes
Basar,10,6,Sun,2,10.3,Low,Low,No
Basar,11,6,Sun,2,10.7,Low,Low,No
Basar,12,6,Sun,2,11.3,Low,Low,No
Basar,13,6,Sun,2,11.0,Low,Low,No
Basar,14,6,Sun,2,10.7,Low,Low,No
Basar,15,6,Sun,2,11.3,Low,Low,No
Basar,16,6,Sun,2,12.1,Low,Low,No
Basar,17,6,Sun,2,13.1,Low,Low,Yes
Basar,18,6,Sun,2,13.8,Low,Low,Yes
Basar,19,6,Sun,2,13.8,Low,Low,Yes
Basar,20,6,Sun,2,13.5,Low,Low,Yes
Basar,21,6,Sun,2,12.7,Low,Low,No
Basar,22,6,Sun,2,11.0,Low,Low,No
Basar,23,6,Sun,2,9.0,Low,Low,No
Miraj Jn,0,0,Mon,2,6.2,Low,Low,No
Miraj Jn,1,0,Mon,2,5.6,Low,Low,No
Miraj Jn,2,0,Mon,2,5.4,Low,Low,No
Miraj Jn,3,0,Mon,2,5.6,Low,Low,No
Miraj Jn,4,0,Mon,2,6.2,Low,Low,No
Miraj Jn,5,0,Mon,2,7.9,Low,Low,No
Miraj Jn,6,0,Mon,2,9.5,Low,Low,No
Miraj Jn,7,0,Mon,2,10.7,Low,Low,Yes
Miraj Jn,8,0,Mon,2,10.1,Low,Low,Yes
Miraj Jn,9,0,Mon,2,9.0,Low,Low,Yes
Miraj Jn,10,0,Mon,2,8.4,Low,Low,No
Miraj Jn,11,0,Mon,2,8.8,Low,Low,No
Miraj Jn,12,0,Mon,2,9.2,Low,Low,No
Miraj Jn,13,0,Mon,2,9.0,Low,Low,No
Miraj Jn,14,0,Mon,2,8.8,Low,Low,No
Miraj Jn,15,0,Mon,2,9.2,Low,Low,No
Miraj Jn,16,0,Mon,2,9.9,Low,Low,No
Miraj Jn,17,0,Mon,2,10.7,Low,Low,Yes
Miraj Jn,18,0,Mon,2,11.2,Low,Low,Yes
Miraj Jn,19,0,Mon,2,11.2,Low,Low,Yes
Miraj Jn,20,0,Mon,2,11.0,Low,Low,Yes
Miraj Jn,21,0,Mon,2,10.3,Low,Low,No
Miraj Jn,22,0,Mon,2,9.0,Low,Low,No
Miraj Jn,23,0,Mon,2,7.3,Low,Low,No
Miraj Jn,0,1,Tue,2,5.0,Low,Low,No
Miraj Jn,1,1,Tue,2,4.6,Low,Low,No
Miraj Jn,2,1,Tue,2,4.4,Low,Low,No
Miraj Jn,3,1,Tue,2,4.6,Low,Low,No
Miraj Jn,4,1,Tue,2,5.0,Low,Low,No
Miraj Jn,5,1,Tue,2,6.4,Low,Low,No
Miraj Jn,6,1,Tue,2,7.8,Low,Low,No
Miraj Jn,7,1,Tue,2,8.7,Low,Low,Yes
Miraj Jn,8,1,Tue,2,8.3,Low,Low,Yes
Miraj Jn,9,1,Tue,2,7.3,Low,Low,Yes
Miraj Jn,10,1,Tue,2,6.9,Low,Low,No
Miraj Jn,11,1,Tue,2,7.2,Low,Low,No
Miraj Jn,12,1,Tue,2,7.5,Low,Low,No
Miraj Jn,13,1,Tue,2,7.3,Low,Low,No
Miraj Jn,14,1,Tue,2,7.2,Low,Low,No
Miraj Jn,15,1,Tue,2,7.5,Low,Low,No
Miraj Jn,16,1,Tue,2,8.1,Low,Low,No
Miraj Jn,17,1,Tue,2,8.7,Low,Low,Yes
Miraj Jn,18,1,Tue,2,9.2,Low,Low,Yes
Miraj Jn,19,1,Tue,2,9.2,Low,Low,Yes
Miraj Jn,20,1,Tue,2,9.0,Low,Low,Yes
Miraj Jn,21,1,Tue,2,8.4,Low,Low,No
Miraj Jn,22,1,Tue,2,7.3,Low,Low,No
Miraj Jn,23,1,Tue,2,6.0,Low,Low,No
Miraj Jn,0,2,Wed,2,4.8,Low,Low,No
Miraj Jn,1,2,Wed,2,4.3,Low,Low,No
Miraj Jn,2,2,Wed,2,4.2,Low,Low,No
Miraj Jn,3,2,Wed,2,4.3,Low,Low,No
Miraj Jn,4,2,Wed,2,4.8,Low,Low,No
Miraj Jn,5,2,Wed,2,6.1,Low,Low,No
Miraj Jn,6,2,Wed,2,7.4,Low,Low,No
Miraj Jn,7,2,Wed,2,8.2,Low,Low,Yes
Miraj Jn,8,2,Wed,2,7.8,Low,Low,Yes
Miraj Jn,9,2,Wed,2,6.9,Low,Low,Yes
Miraj Jn,10,2,Wed,2,6.5,Low,Low,No
Miraj Jn,11,2,Wed,2,6.8,Low,Low,No
Miraj Jn,12,2,Wed,2,7.1,Low,Low,No
Miraj Jn,13,2,Wed,2,6.9,Low,Low,No
Miraj Jn,14,2,Wed,2,6.8,Low,Low,No
Miraj Jn,15,2,Wed,2,7.1,Low,Low,No
Miraj Jn,16,2,Wed,2,7.6,Low,Low,No
Miraj Jn,17,2,Wed,2,8.2,Low,Low,Yes
Miraj Jn,18,2,Wed,2,8.7,Low,Low,Yes
Miraj Jn,19,2,Wed,2,8.7,Low,Low,Yes
Miraj Jn,20,2,Wed,2,8.5,Low,Low,Yes
Miraj Jn,21,2,Wed,2,8.0,Low,Low,No
Miraj Jn,22,2,Wed,2,6.9,Low,Low,No
Miraj Jn,23,2,Wed,2,5.6,Low,Low,No
Miraj Jn,0,3,Thu,2,4.9,Low,Low,No
Miraj Jn,1,3,Thu,2,4.5,Low,Low,No
Miraj Jn,2,3,Thu,2,4.3,Low,Low,No
Miraj Jn,3,3,Thu,2,4.5,Low,Low,No
Miraj Jn,4,3,Thu,2,4.9,Low,Low,No
Miraj Jn,5,3,Thu,2,6.3,Low,Low,No
Miraj Jn,6,3,Thu,2,7.6,Low,Low,No
Miraj Jn,7,3,Thu,2,8.5,Low,Low,Yes
Miraj Jn,8,3,Thu,2,8.1,Low,Low,Yes
Miraj Jn,9,3,Thu,2,7.2,Low,Low,Yes
Miraj Jn,10,3,Thu,2,6.7,Low,Low,No
Miraj Jn,11,3,Thu,2,7.0,Low,Low,No
Miraj Jn,12,3,Thu,2,7.4,Low,Low,No
Miraj Jn,13,3,Thu,2,7.2,Low,Low,No
Miraj Jn,14,3,Thu,2,7.0,Low,Low,No
Miraj Jn,15,3,Thu,2,7.4,Low,Low,No
Miraj Jn,16,3,Thu,2,7.9,Low,Low,No
Miraj Jn,17,3,Thu,2,8.5,Low,Low,Yes
Miraj Jn,18,3,Thu,2,9.0,Low,Low,Yes
Miraj Jn,19,3,Thu,2,9.0,Low,Low,Yes
Miraj Jn,20,3,Thu,2,8.8,Low,Low,Yes
Miraj Jn,21,3,Thu,2,8.3,Low,Low,No
Miraj Jn,22,3,Thu,2,7.2,Low,Low,No
Miraj Jn,23,3,Thu,2,5.8,Low,Low,No
Miraj Jn,0,4,Fri,2,5.9,Low,Low,No
Miraj Jn,1,4,Fri,2,5.4,Low,Low,No
Miraj Jn,2,4,Fri,2,5.1,Low,Low,No
Miraj Jn,3,4,Fri,2,5.4,Low,Low,No
Miraj Jn,4,4,Fri,2,5.9,Low,Low,No
Miraj Jn,5,4,Fri,2,7.5,Low,Low,No
Miraj Jn,6,4,Fri,2,9.1,Low,Low,No
Miraj Jn,7,4,Fri,2,10.2,Low,Low,Yes
Miraj Jn,8,4,Fri,2,9.6,Low,Low,Yes
Miraj Jn,9,4,Fri,2,8.6,Low,Low,Yes
Miraj Jn,10,4,Fri,2,8.0,Low,Low,No
Miraj Jn,11,4,Fri,2,8.4,Low,Low,No
Miraj Jn,12,4,Fri,2,8.8,Low,Low,No
Miraj Jn,13,4,Fri,2,8.6,Low,Low,No
Miraj Jn,14,4,Fri,2,8.4,Low,Low,No
Miraj Jn,15,4,Fri,2,8.8,Low,Low,No
Miraj Jn,16,4,Fri,2,9.4,Low,Low,No
Miraj Jn,17,4,Fri,2,10.2,Low,Low,Yes
Miraj Jn,18,4,Fri,2,10.7,Low,Low,Yes
Miraj Jn,19,4,Fri,2,10.7,Low,Low,Yes
Miraj Jn,20,4,Fri,2,10.5,Low,Low,Yes
Miraj Jn,21,4,Fri,2,9.9,Low,Low,No
Miraj Jn,22,4,Fri,2,8.6,Low,Low,No
Miraj Jn,23,4,Fri,2,7.0,Low,Low,No
Miraj Jn,0,5,Sat,2,7.3,Low,Low,No
Miraj Jn,1,5,Sat,2,6.6,Low,Low,No
Miraj Jn,2,5,Sat,2,6.4,Low,Low,No
Miraj Jn,3,5,Sat,2,6.6,Low,Low,No
Miraj Jn,4,5,Sat,2,7.3,Low,Low,No
Miraj Jn,5,5,Sat,2,9.3,Low,Low,No
Miraj Jn,6,5,Sat,2,11.3,Low,Low,No
Miraj Jn,7,5,Sat,2,12.6,Low,Low,Yes
Miraj Jn,8,5,Sat,2,11.9,Low,Low,Yes
Miraj Jn,9,5,Sat,2,10.6,Low,Low,Yes
Miraj Jn,10,5,Sat,2,9.9,Low,Low,No
Miraj Jn,11,5,Sat,2,10.3,Low,Low,No
Miraj Jn,12,5,Sat,2,10.9,Low,Low,No
Miraj Jn,13,5,Sat,2,10.6,Low,Low,No
Miraj Jn,14,5,Sat,2,10.3,Low,Low,No
Miraj Jn,15,5,Sat,2,10.9,Low,Low,No
Miraj Jn,16,5,Sat,2,11.7,Low,Low,No
Miraj Jn,17,5,Sat,2,12.6,Low,Low,Yes
Miraj Jn,18,5,Sat,2,13.3,Low,Low,Yes
Miraj Jn,19,5,Sat,2,13.3,Low,Low,Yes
Miraj Jn,20,5,Sat,2,13.0,Low,Low,Yes
Miraj Jn,21,5,Sat,2,12.2,Low,Low,No
Miraj Jn,22,5,Sat,2,10.6,Low,Low,No
Miraj Jn,23,5,Sat,2,8.6,Low,Low,No
Miraj Jn,0,6,Sun,2,7.6,Low,Low,No
Miraj Jn,1,6,Sun,2,6.9,Low,Low,No
Miraj Jn,2,6,Sun,2,6.6,Low,Low,No
Miraj Jn,3,6,Sun,2,6.9,Low,Low,No
Miraj Jn,4,6,Sun,2,7.6,Low,Low,No
Miraj Jn,5,6,Sun,2,9.6,Low,Low,No
Miraj Jn,6,6,Sun,2,11.7,Low,Low,No
Miraj Jn,7,6,Sun,2,13.1,Low,Low,Yes
Miraj Jn,8,6,Sun,2,12.4,Low,Low,Yes
Miraj Jn,9,6,Sun,2,11.0,Low,Low,Yes
Miraj Jn,10,6,Sun,2,10.3,Low,Low,No
Miraj Jn,11,6,Sun,2,10.7,Low,Low,No
Miraj Jn,12,6,Sun,2,11.3,Low,Low,No
Miraj Jn,13,6,Sun,2,11.0,Low,Low,No
Miraj Jn,14,6,Sun,2,10.7,Low,Low,No
Miraj Jn,15,6,Sun,2,11.3,Low,Low,No
Miraj Jn,16,6,Sun,2,12.1,Low,Low,No
Miraj Jn,17,6,Sun,2,13.1,Low,Low,Yes
Miraj Jn,18,6,Sun,2,13.8,Low,Low,Yes
Miraj Jn,19,6,Sun,2,13.8,Low,Low,Yes
Miraj Jn,20,6,Sun,2,13.5,Low,Low,Yes
Miraj Jn,21,6,Sun,2,12.7,Low,Low,No
Miraj Jn,22,6,Sun,2,11.0,Low,Low,No
Miraj Jn,23,6,Sun,2,9.0,Low,Low,No
Delhi Cantt,0,0,Mon,2,6.2,Low,Low,No
Delhi Cantt,1,0,Mon,2,5.6,Low,Low,No
Delhi Cantt,2,0,Mon,2,5.4,Low,Low,No
Delhi Cantt,3,0,Mon,2,5.6,Low,Low,No
Delhi Cantt,4,0,Mon,2,6.2,Low,Low,No
Delhi Cantt,5,0,Mon,2,7.9,Low,Low,No
Delhi Cantt,6,0,Mon,2,9.5,Low,Low,No
Delhi Cantt,7,0,Mon,2,10.7,Low,Low,Yes
Delhi Cantt,8,0,Mon,2,10.1,Low,Low,Yes
Delhi Cantt,9,0,Mon,2,9.0,Low,Low,Yes
Delhi Cantt,10,0,Mon,2,8.4,Low,Low,No
Delhi Cantt,11,0,Mon,2,8.8,Low,Low,No
Delhi Cantt,12,0,Mon,2,9.2,Low,Low,No
Delhi Cantt,13,0,Mon,2,9.0,Low,Low,No
Delhi Cantt,14,0,Mon,2,8.8,Low,Low,No
Delhi Cantt,15,0,Mon,2,9.2,Low,Low,No
Delhi Cantt,16,0,Mon,2,9.9,Low,Low,No
Delhi Cantt,17,0,Mon,2,10.7,Low,Low,Yes
Delhi Cantt,18,0,Mon,2,11.2,Low,Low,Yes
Delhi Cantt,19,0,Mon,2,11.2,Low,Low,Yes
Delhi Cantt,20,0,Mon,2,11.0,Low,Low,Yes
Delhi Cantt,21,0,Mon,2,10.3,Low,Low,No
Delhi Cantt,22,0,Mon,2,9.0,Low,Low,No
Delhi Cantt,23,0,Mon,2,7.3,Low,Low,No
Delhi Cantt,0,1,Tue,2,5.0,Low,Low,No
Delhi Cantt,1,1,Tue,2,4.6,Low,Low,No
Delhi Cantt,2,1,Tue,2,4.4,Low,Low,No
Delhi Cantt,3,1,Tue,2,4.6,Low,Low,No
Delhi Cantt,4,1,Tue,2,5.0,Low,Low,No
Delhi Cantt,5,1,Tue,2,6.4,Low,Low,No
Delhi Cantt,6,1,Tue,2,7.8,Low,Low,No
Delhi Cantt,7,1,Tue,2,8.7,Low,Low,Yes
Delhi Cantt,8,1,Tue,2,8.3,Low,Low,Yes
Delhi Cantt,9,1,Tue,2,7.3,Low,Low,Yes
Delhi Cantt,10,1,Tue,2,6.9,Low,Low,No
Delhi Cantt,11,1,Tue,2,7.2,Low,Low,No
Delhi Cantt,12,1,Tue,2,7.5,Low,Low,No
Delhi Cantt,13,1,Tue,2,7.3,Low,Low,No
Delhi Cantt,14,1,Tue,2,7.2,Low,Low,No
Delhi Cantt,15,1,Tue,2,7.5,Low,Low,No
Delhi Cantt,16,1,Tue,2,8.1,Low,Low,No
Delhi Cantt,17,1,Tue,2,8.7,Low,Low,Yes
Delhi Cantt,18,1,Tue,2,9.2,Low,Low,Yes
Delhi Cantt,19,1,Tue,2,9.2,Low,Low,Yes
Delhi Cantt,20,1,Tue,2,9.0,Low,Low,Yes
Delhi Cantt,21,1,Tue,2,8.4,Low,Low,No
Delhi Cantt,22,1,Tue,2,7.3,Low,Low,No
Delhi Cantt,23,1,Tue,2,6.0,Low,Low,No
Delhi Cantt,0,2,Wed,2,4.8,Low,Low,No
Delhi Cantt,1,2,Wed,2,4.3,Low,Low,No
Delhi Cantt,2,2,Wed,2,4.2,Low,Low,No
Delhi Cantt,3,2,Wed,2,4.3,Low,Low,No
Delhi Cantt,4,2,Wed,2,4.8,Low,Low,No
Delhi Cantt,5,2,Wed,2,6.1,Low,Low,No
Delhi Cantt,6,2,Wed,2,7.4,Low,Low,No
Delhi Cantt,7,2,Wed,2,8.2,Low,Low,Yes
Delhi Cantt,8,2,Wed,2,7.8,Low,Low,Yes
Delhi Cantt,9,2,Wed,2,6.9,Low,Low,Yes
Delhi Cantt,10,2,Wed,2,6.5,Low,Low,No
Delhi Cantt,11,2,Wed,2,6.8,Low,Low,No
Delhi Cantt,12,2,Wed,2,7.1,Low,Low,No
Delhi Cantt,13,2,Wed,2,6.9,Low,Low,No
Delhi Cantt,14,2,Wed,2,6.8,Low,Low,No
Delhi Cantt,15,2,Wed,2,7.1,Low,Low,No
Delhi Cantt,16,2,Wed,2,7.6,Low,Low,No
Delhi Cantt,17,2,Wed,2,8.2,Low,Low,Yes
Delhi Cantt,18,2,Wed,2,8.7,Low,Low,Yes
Delhi Cantt,19,2,Wed,2,8.7,Low,Low,Yes
Delhi Cantt,20,2,Wed,2,8.5,Low,Low,Yes
Delhi Cantt,21,2,Wed,2,8.0,Low,Low,No
Delhi Cantt,22,2,Wed,2,6.9,Low,Low,No
Delhi Cantt,23,2,Wed,2,5.6,Low,Low,No
Delhi Cantt,0,3,Thu,2,4.9,Low,Low,No
Delhi Cantt,1,3,Thu,2,4.5,Low,Low,No
Delhi Cantt,2,3,Thu,2,4.3,Low,Low,No
Delhi Cantt,3,3,Thu,2,4.5,Low,Low,No
Delhi Cantt,4,3,Thu,2,4.9,Low,Low,No
Delhi Cantt,5,3,Thu,2,6.3,Low,Low,No
Delhi Cantt,6,3,Thu,2,7.6,Low,Low,No
Delhi Cantt,7,3,Thu,2,8.5,Low,Low,Yes
Delhi Cantt,8,3,Thu,2,8.1,Low,Low,Yes
Delhi Cantt,9,3,Thu,2,7.2,Low,Low,Yes
Delhi Cantt,10,3,Thu,2,6.7,Low,Low,No
Delhi Cantt,11,3,Thu,2,7.0,Low,Low,No
Delhi Cantt,12,3,Thu,2,7.4,Low,Low,No
Delhi Cantt,13,3,Thu,2,7.2,Low,Low,No
Delhi Cantt,14,3,Thu,2,7.0,Low,Low,No
Delhi Cantt,15,3,Thu,2,7.4,Low,Low,No
Delhi Cantt,16,3,Thu,2,7.9,Low,Low,No
Delhi Cantt,17,3,Thu,2,8.5,Low,Low,Yes
Delhi Cantt,18,3,Thu,2,9.0,Low,Low,Yes
Delhi Cantt,19,3,Thu,2,9.0,Low,Low,Yes
Delhi Cantt,20,3,Thu,2,8.8,Low,Low,Yes
Delhi Cantt,21,3,Thu,2,8.3,Low,Low,No
Delhi Cantt,22,3,Thu,2,7.2,Low,Low,No
Delhi Cantt,23,3,Thu,2,5.8,Low,Low,No
Delhi Cantt,0,4,Fri,2,5.9,Low,Low,No
Delhi Cantt,1,4,Fri,2,5.4,Low,Low,No
Delhi Cantt,2,4,Fri,2,5.1,Low,Low,No
Delhi Cantt,3,4,Fri,2,5.4,Low,Low,No
Delhi Cantt,4,4,Fri,2,5.9,Low,Low,No
Delhi Cantt,5,4,Fri,2,7.5,Low,Low,No
Delhi Cantt,6,4,Fri,2,9.1,Low,Low,No
Delhi Cantt,7,4,Fri,2,10.2,Low,Low,Yes
Delhi Cantt,8,4,Fri,2,9.6,Low,Low,Yes
Delhi Cantt,9,4,Fri,2,8.6,Low,Low,Yes
Delhi Cantt,10,4,Fri,2,8.0,Low,Low,No
Delhi Cantt,11,4,Fri,2,8.4,Low,Low,No
Delhi Cantt,12,4,Fri,2,8.8,Low,Low,No
Delhi Cantt,13,4,Fri,2,8.6,Low,Low,No
Delhi Cantt,14,4,Fri,2,8.4,Low,Low,No
Delhi Cantt,15,4,Fri,2,8.8,Low,Low,No
Delhi Cantt,16,4,Fri,2,9.4,Low,Low,No
Delhi Cantt,17,4,Fri,2,10.2,Low,Low,Yes
Delhi Cantt,18,4,Fri,2,10.7,Low,Low,Yes
Delhi Cantt,19,4,Fri,2,10.7,Low,Low,Yes
Delhi Cantt,20,4,Fri,2,10.5,Low,Low,Yes
Delhi Cantt,21,4,Fri,2,9.9,Low,Low,No
Delhi Cantt,22,4,Fri,2,8.6,Low,Low,No
Delhi Cantt,23,4,Fri,2,7.0,Low,Low,No
Delhi Cantt,0,5,Sat,2,7.3,Low,Low,No
Delhi Cantt,1,5,Sat,2,6.6,Low,Low,No
Delhi Cantt,2,5,Sat,2,6.4,Low,Low,No
Delhi Cantt,3,5,Sat,2,6.6,Low,Low,No
Delhi Cantt,4,5,Sat,2,7.3,Low,Low,No
Delhi Cantt,5,5,Sat,2,9.3,Low,Low,No
Delhi Cantt,6,5,Sat,2,11.3,Low,Low,No
Delhi Cantt,7,5,Sat,2,12.6,Low,Low,Yes
Delhi Cantt,8,5,Sat,2,11.9,Low,Low,Yes
Delhi Cantt,9,5,Sat,2,10.6,Low,Low,Yes
Delhi Cantt,10,5,Sat,2,9.9,Low,Low,No
Delhi Cantt,11,5,Sat,2,10.3,Low,Low,No
Delhi Cantt,12,5,Sat,2,10.9,Low,Low,No
Delhi Cantt,13,5,Sat,2,10.6,Low,Low,No
Delhi Cantt,14,5,Sat,2,10.3,Low,Low,No
Delhi Cantt,15,5,Sat,2,10.9,Low,Low,No
Delhi Cantt,16,5,Sat,2,11.7,Low,Low,No
Delhi Cantt,17,5,Sat,2,12.6,Low,Low,Yes
Delhi Cantt,18,5,Sat,2,13.3,Low,Low,Yes
Delhi Cantt,19,5,Sat,2,13.3,Low,Low,Yes
Delhi Cantt,20,5,Sat,2,13.0,Low,Low,Yes
Delhi Cantt,21,5,Sat,2,12.2,Low,Low,No
Delhi Cantt,22,5,Sat,2,10.6,Low,Low,No
Delhi Cantt,23,5,Sat,2,8.6,Low,Low,No
Delhi Cantt,0,6,Sun,2,7.6,Low,Low,No
Delhi Cantt,1,6,Sun,2,6.9,Low,Low,No
Delhi Cantt,2,6,Sun,2,6.6,Low,Low,No
Delhi Cantt,3,6,Sun,2,6.9,Low,Low,No
Delhi Cantt,4,6,Sun,2,7.6,Low,Low,No
Delhi Cantt,5,6,Sun,2,9.6,Low,Low,No
Delhi Cantt,6,6,Sun,2,11.7,Low,Low,No
Delhi Cantt,7,6,Sun,2,13.1,Low,Low,Yes
Delhi Cantt,8,6,Sun,2,12.4,Low,Low,Yes
Delhi Cantt,9,6,Sun,2,11.0,Low,Low,Yes
Delhi Cantt,10,6,Sun,2,10.3,Low,Low,No
Delhi Cantt,11,6,Sun,2,10.7,Low,Low,No
Delhi Cantt,12,6,Sun,2,11.3,Low,Low,No
Delhi Cantt,13,6,Sun,2,11.0,Low,Low,No
Delhi Cantt,14,6,Sun,2,10.7,Low,Low,No
