train_number,train_name,source_station,destination_station,capacity,month,season,demand_multiplier,estimated_passengers,occupancy_rate,waitlist_count,crowd_level
12246,Duronto Express,Smvt Bengaluru,Renigunta Jn,1100,9,Post-Monsoon,1.0,836,0.76,0,Moderate
12246,Duronto Express,Smvt Bengaluru,Renigunta Jn,1100,10,Post-Monsoon,1.3,1014,0.922,0,High
12246,Duronto Express,Smvt Bengaluru,Renigunta Jn,1100,11,Post-Monsoon,1.45,1303,1.185,122,Overcrowded
12246,Duronto Express,Smvt Bengaluru,Renigunta Jn,1100,12,Winter,1.2,941,0.856,0,Moderate
12259,Sealdah Duronto,Sealdah,Dhanbad Jn,1100,1,Winter,1.05,886,0.806,0,Moderate
12259,Sealdah Duronto,Sealdah,Dhanbad Jn,1100,2,Winter,0.9,851,0.774,0,Moderate
12259,Sealdah Duronto,Sealdah,Dhanbad Jn,1100,3,Summer,1.25,1108,1.008,5,High
12259,Sealdah Duronto,Sealdah,Dhanbad Jn,1100,4,Summer,1.1,1004,0.913,0,High
12259,Sealdah Duronto,Sealdah,Dhanbad Jn,1100,5,Summer,1.4,1320,1.2,131,Overcrowded
12259,Sealdah Duronto,Sealdah,Dhanbad Jn,1100,6,Monsoon,0.85,770,0.7,0,Moderate
12259,Sealdah Duronto,Sealdah,Dhanbad Jn,1100,7,Monsoon,0.8,673,0.612,0,Low
12259,Sealdah Duronto,Sealdah,Dhanbad Jn,1100,8,Monsoon,0.9,770,0.7,0,Moderate
12259,Sealdah Duronto,Sealdah,Dhanbad Jn,1100,9,Post-Monsoon,1.0,851,0.774,0,Moderate
12259,Sealdah Duronto,Sealdah,Dhanbad Jn,1100,10,Post-Monsoon,1.3,1127,1.025,16,High
12259,Sealdah Duronto,Sealdah,Dhanbad Jn,1100,11,Post-Monsoon,1.45,1349,1.227,149,Overcrowded
12259,Sealdah Duronto,Sealdah,Dhanbad Jn,1100,12,Winter,1.2,1107,1.007,4,High
12260,Sealdah Duronto,Bikaner Jn,Sri Dungargarh,1100,1,Winter,1.05,800,0.728,0,Moderate
12260,Sealdah Duronto,Bikaner Jn,Sri Dungargarh,1100,2,Winter,0.9,643,0.585,0,Low
12260,Sealdah Duronto,Bikaner Jn,Sri Dungargarh,1100,3,Summer,1.25,919,0.836,0,Moderate
12260,Sealdah Duronto,Bikaner Jn,Sri Dungargarh,1100,4,Summer,1.1,836,0.76,0,Moderate
12260,Sealdah Duronto,Bikaner Jn,Sri Dungargarh,1100,5,Summer,1.4,1021,0.929,0,High
12260,Sealdah Duronto,Bikaner Jn,Sri Dungargarh,1100,6,Monsoon,0.85,576,0.524,0,Low
12260,Sealdah Duronto,Bikaner Jn,Sri Dungargarh,1100,7,Monsoon,0.8,552,0.502,0,Low
12260,Sealdah Duronto,Bikaner Jn,Sri Dungargarh,1100,8,Monsoon,0.9,618,0.562,0,Low
12260,Sealdah Duronto,Bikaner Jn,Sri Dungargarh,1100,9,Post-Monsoon,1.0,699,0.636,0,Low
12260,Sealdah Duronto,Bikaner Jn,Sri Dungargarh,1100,10,Post-Monsoon,1.3,975,0.887,0,Moderate
12260,Sealdah Duronto,Bikaner Jn,Sri Dungargarh,1100,11,Post-Monsoon,1.45,1078,0.98,0,High
12260,Sealdah Duronto,Bikaner Jn,Sri Dungargarh,1100,12,Winter,1.2,838,0.762,0,Moderate
12261,Howrah Duronto,C Shivaji Term Mumbai,Kalyan Jn,1100,1,Winter,1.05,962,0.875,0,Moderate
12261,Howrah Duronto,C Shivaji Term Mumbai,Kalyan Jn,1100,2,Winter,0.9,849,0.772,0,Moderate
12261,Howrah Duronto,C Shivaji Term Mumbai,Kalyan Jn,1100,3,Summer,1.25,1217,1.107,70,Overcrowded
12261,Howrah Duronto,C Shivaji Term Mumbai,Kalyan Jn,1100,4,Summer,1.1,1029,0.936,0,High
12261,Howrah Duronto,C Shivaji Term Mumbai,Kalyan Jn,1100,5,Summer,1.4,1217,1.107,70,Overcrowded
12261,Howrah Duronto,C Shivaji Term Mumbai,Kalyan Jn,1100,6,Monsoon,0.85,751,0.683,0,Low
12261,Howrah Duronto,C Shivaji Term Mumbai,Kalyan Jn,1100,7,Monsoon,0.8,704,0.64,0,Low
12261,Howrah Duronto,C Shivaji Term Mumbai,Kalyan Jn,1100,8,Monsoon,0.9,807,0.734,0,Moderate
12261,Howrah Duronto,C Shivaji Term Mumbai,Kalyan Jn,1100,9,Post-Monsoon,1.0,961,0.874,0,Moderate
12261,Howrah Duronto,C Shivaji Term Mumbai,Kalyan Jn,1100,10,Post-Monsoon,1.3,1239,1.127,83,Overcrowded
12261,Howrah Duronto,C Shivaji Term Mumbai,Kalyan Jn,1100,11,Post-Monsoon,1.45,1298,1.18,118,Overcrowded
12261,Howrah Duronto,C Shivaji Term Mumbai,Kalyan Jn,1100,12,Winter,1.2,1042,0.948,0,High
12262,Howrah Duronto,Howrah Jn,Tatanagar Jn,1100,1,Winter,1.05,1036,0.942,0,High
12262,Howrah Duronto,Howrah Jn,Tatanagar Jn,1100,2,Winter,0.9,916,0.833,0,Moderate
12262,Howrah Duronto,Howrah Jn,Tatanagar Jn,1100,3,Summer,1.25,1223,1.112,73,Overcrowded
12262,Howrah Duronto,Howrah Jn,Tatanagar Jn,1100,4,Summer,1.1,999,0.909,0,High
12262,Howrah Duronto,Howrah Jn,Tatanagar Jn,1100,5,Summer,1.4,1294,1.177,116,Overcrowded
12262,Howrah Duronto,Howrah Jn,Tatanagar Jn,1100,6,Monsoon,0.85,782,0.711,0,Moderate
12262,Howrah Duronto,Howrah Jn,Tatanagar Jn,1100,7,Monsoon,0.8,750,0.682,0,Low
12262,Howrah Duronto,Howrah Jn,Tatanagar Jn,1100,8,Monsoon,0.9,904,0.822,0,Moderate
12262,Howrah Duronto,Howrah Jn,Tatanagar Jn,1100,9,Post-Monsoon,1.0,996,0.906,0,High
12262,Howrah Duronto,Howrah Jn,Tatanagar Jn,1100,10,Post-Monsoon,1.3,1216,1.106,69,Overcrowded
12262,Howrah Duronto,Howrah Jn,Tatanagar Jn,1100,11,Post-Monsoon,1.45,1316,1.197,130,Overcrowded
12262,Howrah Duronto,Howrah Jn,Tatanagar Jn,1100,12,Winter,1.2,1129,1.027,17,High
12295,Sanghamitra Express,Smvt Bengaluru,Krishnarajapurm,1800,1,Winter,1.05,1265,0.703,0,Moderate
12295,Sanghamitra Express,Smvt Bengaluru,Krishnarajapurm,1800,2,Winter,0.9,1200,0.667,0,Low
12295,Sanghamitra Express,Smvt Bengaluru,Krishnarajapurm,1800,3,Summer,1.25,1602,0.89,0,Moderate
12295,Sanghamitra Express,Smvt Bengaluru,Krishnarajapurm,1800,4,Summer,1.1,1324,0.736,0,Moderate
12295,Sanghamitra Express,Smvt Bengaluru,Krishnarajapurm,1800,5,Summer,1.4,1729,0.961,0,High
12295,Sanghamitra Express,Smvt Bengaluru,Krishnarajapurm,1800,6,Monsoon,0.85,1029,0.572,0,Low
12295,Sanghamitra Express,Smvt Bengaluru,Krishnarajapurm,1800,7,Monsoon,0.8,1016,0.565,0,Low
12295,Sanghamitra Express,Smvt Bengaluru,Krishnarajapurm,1800,8,Monsoon,0.9,1164,0.647,0,Low
12295,Sanghamitra Express,Smvt Bengaluru,Krishnarajapurm,1800,9,Post-Monsoon,1.0,1227,0.682,0,Low
12295,Sanghamitra Express,Smvt Bengaluru,Krishnarajapurm,1800,10,Post-Monsoon,1.3,1528,0.849,0,Moderate
12295,Sanghamitra Express,Smvt Bengaluru,Krishnarajapurm,1800,11,Post-Monsoon,1.45,1744,0.969,0,High
12295,Sanghamitra Express,Smvt Bengaluru,Krishnarajapurm,1800,12,Winter,1.2,1450,0.806,0,Moderate
12296,Sanghamitra Express,Danapur,Ara,1800,1,Winter,1.05,1524,0.847,0,Moderate
12296,Sanghamitra Express,Danapur,Ara,1800,2,Winter,0.9,1256,0.698,0,Low
12296,Sanghamitra Express,Danapur,Ara,1800,3,Summer,1.25,1639,0.911,0,High
12296,Sanghamitra Express,Danapur,Ara,1800,4,Summer,1.1,1477,0.821,0,Moderate
12296,Sanghamitra Express,Danapur,Ara,1800,5,Summer,1.4,1846,1.026,28,High
12296,Sanghamitra Express,Danapur,Ara,1800,6,Monsoon,0.85,1177,0.654,0,Low
12296,Sanghamitra Express,Danapur,Ara,1800,7,Monsoon,0.8,1126,0.626,0,Low
12296,Sanghamitra Express,Danapur,Ara,1800,8,Monsoon,0.9,1202,0.668,0,Low
12296,Sanghamitra Express,Danapur,Ara,1800,9,Post-Monsoon,1.0,1279,0.711,0,Moderate
12296,Sanghamitra Express,Danapur,Ara,1800,10,Post-Monsoon,1.3,1702,0.946,0,High
12296,Sanghamitra Express,Danapur,Ara,1800,11,Post-Monsoon,1.45,1908,1.06,64,Overcrowded
12296,Sanghamitra Express,Danapur,Ara,1800,12,Winter,1.2,1699,0.944,0,High
12301,Howrah Rajdhani,Howrah Jn,Asansol Jn,1200,1,Winter,1.05,1222,1.019,13,High
12301,Howrah Rajdhani,Howrah Jn,Asansol Jn,1200,2,Winter,0.9,1066,0.889,0,Moderate
12301,Howrah Rajdhani,Howrah Jn,Asansol Jn,1200,3,Summer,1.25,1406,1.172,123,Overcrowded
12301,Howrah Rajdhani,Howrah Jn,Asansol Jn,1200,4,Summer,1.1,1184,0.987,0,High
12301,Howrah Rajdhani,Howrah Jn,Asansol Jn,1200,5,Summer,1.4,1542,1.285,205,Overcrowded
12301,Howrah Rajdhani,Howrah Jn,Asansol Jn,1200,6,Monsoon,0.85,940,0.784,0,Moderate
12301,Howrah Rajdhani,Howrah Jn,Asansol Jn,1200,7,Monsoon,0.8,954,0.795,0,Moderate
12301,Howrah Rajdhani,Howrah Jn,Asansol Jn,1200,8,Monsoon,0.9,1072,0.894,0,Moderate
12301,Howrah Rajdhani,Howrah Jn,Asansol Jn,1200,9,Post-Monsoon,1.0,1197,0.998,0,High
12301,Howrah Rajdhani,Howrah Jn,Asansol Jn,1200,10,Post-Monsoon,1.3,1471,1.226,162,Overcrowded
12301,Howrah Rajdhani,Howrah Jn,Asansol Jn,1200,11,Post-Monsoon,1.45,1578,1.315,226,Overcrowded
12301,Howrah Rajdhani,Howrah Jn,Asansol Jn,1200,12,Winter,1.2,1294,1.079,56,Overcrowded
12302,Howrah Rajdhani,Pt Deen Dayal Upadhyay Jn,Gaya Jn,1200,1,Winter,1.05,1210,1.009,6,High
12302,Howrah Rajdhani,Pt Deen Dayal Upadhyay Jn,Gaya Jn,1200,2,Winter,0.9,983,0.82,0,Moderate
12302,Howrah Rajdhani,Pt Deen Dayal Upadhyay Jn,Gaya Jn,1200,3,Summer,1.25,1309,1.091,65,Overcrowded
12302,Howrah Rajdhani,Pt Deen Dayal Upadhyay Jn,Gaya Jn,1200,4,Summer,1.1,1178,0.982,0,High
12302,Howrah Rajdhani,Pt Deen Dayal Upadhyay Jn,Gaya Jn,1200,5,Summer,1.4,1507,1.256,184,Overcrowded
12302,Howrah Rajdhani,Pt Deen Dayal Upadhyay Jn,Gaya Jn,1200,6,Monsoon,0.85,985,0.821,0,Moderate
12302,Howrah Rajdhani,Pt Deen Dayal Upadhyay Jn,Gaya Jn,1200,7,Monsoon,0.8,927,0.773,0,Moderate
12302,Howrah Rajdhani,Pt Deen Dayal Upadhyay Jn,Gaya Jn,1200,8,Monsoon,0.9,1048,0.874,0,Moderate
12302,Howrah Rajdhani,Pt Deen Dayal Upadhyay Jn,Gaya Jn,1200,9,Post-Monsoon,1.0,1100,0.917,0,High
12302,Howrah Rajdhani,Pt Deen Dayal Upadhyay Jn,Gaya Jn,1200,10,Post-Monsoon,1.3,1375,1.146,105,Overcrowded
12302,Howrah Rajdhani,Pt Deen Dayal Upadhyay Jn,Gaya Jn,1200,11,Post-Monsoon,1.45,1521,1.268,192,Overcrowded
12302,Howrah Rajdhani,Pt Deen Dayal Upadhyay Jn,Gaya Jn,1200,12,Winter,1.2,1418,1.182,131,Overcrowded
12305,Kolkata Rajdhani,Howrah Jn,Barddhaman Jn,1200,1,Winter,1.05,1092,0.91,0,High
12305,Kolkata Rajdhani,Howrah Jn,Barddhaman Jn,1200,2,Winter,0.9,940,0.784,0,Moderate
12305,Kolkata Rajdhani,Howrah Jn,Barddhaman Jn,1200,3,Summer,1.25,1406,1.172,123,Overcrowded
12305,Kolkata Rajdhani,Howrah Jn,Barddhaman Jn,1200,4,Summer,1.1,1238,1.032,23,High
12305,Kolkata Rajdhani,Howrah Jn,Barddhaman Jn,1200,5,Summer,1.4,1582,1.319,229,Overcrowded
12305,Kolkata Rajdhani,Howrah Jn,Barddhaman Jn,1200,6,Monsoon,0.85,908,0.757,0,Moderate
12305,Kolkata Rajdhani,Howrah Jn,Barddhaman Jn,1200,7,Monsoon,0.8,822,0.685,0,Low
12305,Kolkata Rajdhani,Howrah Jn,Barddhaman Jn,1200,8,Monsoon,0.9,916,0.764,0,Moderate
12305,Kolkata Rajdhani,Howrah Jn,Barddhaman Jn,1200,9,Post-Monsoon,1.0,1148,0.957,0,High
12305,Kolkata Rajdhani,Howrah Jn,Barddhaman Jn,1200,10,Post-Monsoon,1.3,1425,1.188,135,Overcrowded
12305,Kolkata Rajdhani,Howrah Jn,Barddhaman Jn,1200,11,Post-Monsoon,1.45,1620,1.35,252,Overcrowded
12305,Kolkata Rajdhani,Howrah Jn,Barddhaman Jn,1200,12,Winter,1.2,1250,1.042,30,High
12306,Kolkata Rajdhani,Pt Deen Dayal Upadhyay Jn,Patna Jn,1200,1,Winter,1.05,1123,0.936,0,High
12306,Kolkata Rajdhani,Pt Deen Dayal Upadhyay Jn,Patna Jn,1200,2,Winter,0.9,1036,0.864,0,Moderate
12306,Kolkata Rajdhani,Pt Deen Dayal Upadhyay Jn,Patna Jn,1200,3,Summer,1.25,1441,1.201,144,Overcrowded
12306,Kolkata Rajdhani,Pt Deen Dayal Upadhyay Jn,Patna Jn,1200,4,Summer,1.1,1274,1.062,44,Overcrowded
12306,Kolkata Rajdhani,Pt Deen Dayal Upadhyay Jn,Patna Jn,1200,5,Summer,1.4,1531,1.276,198,Overcrowded
12306,Kolkata Rajdhani,Pt Deen Dayal Upadhyay Jn,Patna Jn,1200,6,Monsoon,0.85,894,0.745,0,Moderate
12306,Kolkata Rajdhani,Pt Deen Dayal Upadhyay Jn,Patna Jn,1200,7,Monsoon,0.8,833,0.695,0,Low
12306,Kolkata Rajdhani,Pt Deen Dayal Upadhyay Jn,Patna Jn,1200,8,Monsoon,0.9,1058,0.882,0,Moderate
12306,Kolkata Rajdhani,Pt Deen Dayal Upadhyay Jn,Patna Jn,1200,9,Post-Monsoon,1.0,1122,0.935,0,High
12306,Kolkata Rajdhani,Pt Deen Dayal Upadhyay Jn,Patna Jn,1200,10,Post-Monsoon,1.3,1508,1.257,185,Overcrowded
12306,Kolkata Rajdhani,Pt Deen Dayal Upadhyay Jn,Patna Jn,1200,11,Post-Monsoon,1.45,1548,1.29,208,Overcrowded
12306,Kolkata Rajdhani,Pt Deen Dayal Upadhyay Jn,Patna Jn,1200,12,Winter,1.2,1340,1.117,84,Overcrowded
12313,Sealdah Rajdhani,Sealdah,Durgapur,1200,1,Winter,1.05,968,0.807,0,Moderate
12313,Sealdah Rajdhani,Sealdah,Durgapur,1200,2,Winter,0.9,792,0.66,0,Low
12313,Sealdah Rajdhani,Sealdah,Durgapur,1200,3,Summer,1.25,1137,0.948,0,High
12313,Sealdah Rajdhani,Sealdah,Durgapur,1200,4,Summer,1.1,920,0.767,0,Moderate
12313,Sealdah Rajdhani,Sealdah,Durgapur,1200,5,Summer,1.4,1226,1.022,15,High
12313,Sealdah Rajdhani,Sealdah,Durgapur,1200,6,Monsoon,0.85,793,0.661,0,Low
12313,Sealdah Rajdhani,Sealdah,Durgapur,1200,7,Monsoon,0.8,715,0.596,0,Low
12313,Sealdah Rajdhani,Sealdah,Durgapur,1200,8,Monsoon,0.9,825,0.688,0,Low
12313,Sealdah Rajdhani,Sealdah,Durgapur,1200,9,Post-Monsoon,1.0,852,0.71,0,Moderate
12313,Sealdah Rajdhani,Sealdah,Durgapur,1200,10,Post-Monsoon,1.3,1208,1.007,5,High
12313,Sealdah Rajdhani,Sealdah,Durgapur,1200,11,Post-Monsoon,1.45,1165,0.971,0,High
12313,Sealdah Rajdhani,Sealdah,Durgapur,1200,12,Winter,1.2,1107,0.923,0,High
12314,Sealdah Rajdhani,Gaya Jn,Dhanbad Jn,1200,1,Winter,1.05,1110,0.925,0,High
12314,Sealdah Rajdhani,Gaya Jn,Dhanbad Jn,1200,2,Winter,0.9,982,0.819,0,Moderate
12314,Sealdah Rajdhani,Gaya Jn,Dhanbad Jn,1200,3,Summer,1.25,1256,1.047,33,High
12314,Sealdah Rajdhani,Gaya Jn,Dhanbad Jn,1200,4,Summer,1.1,1156,0.964,0,High
12314,Sealdah Rajdhani,Gaya Jn,Dhanbad Jn,1200,5,Summer,1.4,1568,1.307,221,Overcrowded
12314,Sealdah Rajdhani,Gaya Jn,Dhanbad Jn,1200,6,Monsoon,0.85,912,0.76,0,Moderate
12314,Sealdah Rajdhani,Gaya Jn,Dhanbad Jn,1200,7,Monsoon,0.8,880,0.734,0,Moderate
12314,Sealdah Rajdhani,Gaya Jn,Dhanbad Jn,1200,8,Monsoon,0.9,920,0.767,0,Moderate
12314,Sealdah Rajdhani,Gaya Jn,Dhanbad Jn,1200,9,Post-Monsoon,1.0,1116,0.93,0,High
12314,Sealdah Rajdhani,Gaya Jn,Dhanbad Jn,1200,10,Post-Monsoon,1.3,1254,1.045,32,High
12314,Sealdah Rajdhani,Gaya Jn,Dhanbad Jn,1200,11,Post-Monsoon,1.45,1606,1.339,244,Overcrowded
12314,Sealdah Rajdhani,Gaya Jn,Dhanbad Jn,1200,12,Winter,1.2,1249,1.041,29,High
12367,Vikramshila Express,Bhagalpur,Sultanganj,1800,1,Winter,1.05,1258,0.699,0,Low
12367,Vikramshila Express,Bhagalpur,Sultanganj,1800,2,Winter,0.9,1119,0.622,0,Low
12367,Vikramshila Express,Bhagalpur,Sultanganj,1800,3,Summer,1.25,1486,0.826,0,Moderate
12367,Vikramshila Express,Bhagalpur,Sultanganj,1800,4,Summer,1.1,1373,0.763,0,Moderate
12367,Vikramshila Express,Bhagalpur,Sultanganj,1800,5,Summer,1.4,1627,0.904,0,High
12367,Vikramshila Express,Bhagalpur,Sultanganj,1800,6,Monsoon,0.85,1065,0.592,0,Low
12367,Vikramshila Express,Bhagalpur,Sultanganj,1800,7,Monsoon,0.8,916,0.509,0,Low
12367,Vikramshila Express,Bhagalpur,Sultanganj,1800,8,Monsoon,0.9,1042,0.579,0,Low
12367,Vikramshila Express,Bhagalpur,Sultanganj,1800,9,Post-Monsoon,1.0,1197,0.665,0,Low
12367,Vikramshila Express,Bhagalpur,Sultanganj,1800,10,Post-Monsoon,1.3,1483,0.824,0,Moderate
12367,Vikramshila Express,Bhagalpur,Sultanganj,1800,11,Post-Monsoon,1.45,1789,0.994,0,High
12367,Vikramshila Express,Bhagalpur,Sultanganj,1800,12,Winter,1.2,1530,0.85,0,Moderate
12368,Vikramshila Express,Patna Jn,Patna Saheb,1800,1,Winter,1.05,1368,0.76,0,Moderate
12368,Vikramshila Express,Patna Jn,Patna Saheb,1800,2,Winter,0.9,1121,0.623,0,Low
12368,Vikramshila Express,Patna Jn,Patna Saheb,1800,3,Summer,1.25,1634,0.908,0,High
12368,Vikramshila Express,Patna Jn,Patna Saheb,1800,4,Summer,1.1,1339,0.744,0,Moderate
12368,Vikramshila Express,Patna Jn,Patna Saheb,1800,5,Summer,1.4,1837,1.021,22,High
12368,Vikramshila Express,Patna Jn,Patna Saheb,1800,6,Monsoon,0.85,1018,0.566,0,Low
12368,Vikramshila Express,Patna Jn,Patna Saheb,1800,7,Monsoon,0.8,970,0.539,0,Low
12368,Vikramshila Express,Patna Jn,Patna Saheb,1800,8,Monsoon,0.9,1128,0.627,0,Low
12368,Vikramshila Express,Patna Jn,Patna Saheb,1800,9,Post-Monsoon,1.0,1195,0.664,0,Low
12368,Vikramshila Express,Patna Jn,Patna Saheb,1800,10,Post-Monsoon,1.3,1679,0.933,0,High
12368,Vikramshila Express,Patna Jn,Patna Saheb,1800,11,Post-Monsoon,1.45,1935,1.075,80,Overcrowded
12368,Vikramshila Express,Patna Jn,Patna Saheb,1800,12,Winter,1.2,1456,0.809,0,Moderate
12423,Dibrugarh Rajdhani,Dibrugarh,New Tinsukia Jn,1200,1,Winter,1.05,974,0.812,0,Moderate
12423,Dibrugarh Rajdhani,Dibrugarh,New Tinsukia Jn,1200,2,Winter,0.9,827,0.69,0,Low
12423,Dibrugarh Rajdhani,Dibrugarh,New Tinsukia Jn,1200,3,Summer,1.25,1170,0.975,0,High
12423,Dibrugarh Rajdhani,Dibrugarh,New Tinsukia Jn,1200,4,Summer,1.1,1042,0.869,0,Moderate
12423,Dibrugarh Rajdhani,Dibrugarh,New Tinsukia Jn,1200,5,Summer,1.4,1299,1.083,59,Overcrowded
12423,Dibrugarh Rajdhani,Dibrugarh,New Tinsukia Jn,1200,6,Monsoon,0.85,734,0.612,0,Low
12423,Dibrugarh Rajdhani,Dibrugarh,New Tinsukia Jn,1200,7,Monsoon,0.8,668,0.557,0,Low
12423,Dibrugarh Rajdhani,Dibrugarh,New Tinsukia Jn,1200,8,Monsoon,0.9,849,0.708,0,Moderate
12423,Dibrugarh Rajdhani,Dibrugarh,New Tinsukia Jn,1200,9,Post-Monsoon,1.0,940,0.784,0,Moderate
12423,Dibrugarh Rajdhani,Dibrugarh,New Tinsukia Jn,1200,10,Post-Monsoon,1.3,1144,0.954,0,High
12423,Dibrugarh Rajdhani,Dibrugarh,New Tinsukia Jn,1200,11,Post-Monsoon,1.45,1251,1.043,30,High
12423,Dibrugarh Rajdhani,Dibrugarh,New Tinsukia Jn,1200,12,Winter,1.2,1134,0.945,0,High
12424,Dibrugarh Rajdhani,Pt Deen Dayal Upadhyay Jn,Danapur,1200,1,Winter,1.05,1238,1.032,23,High
12424,Dibrugarh Rajdhani,Pt Deen Dayal Upadhyay Jn,Danapur,1200,2,Winter,0.9,1080,0.9,0,High
12424,Dibrugarh Rajdhani,Pt Deen Dayal Upadhyay Jn,Danapur,1200,3,Summer,1.25,1519,1.266,191,Overcrowded
12424,Dibrugarh Rajdhani,Pt Deen Dayal Upadhyay Jn,Danapur,1200,4,Summer,1.1,1309,1.091,65,Overcrowded
12424,Dibrugarh Rajdhani,Pt Deen Dayal Upadhyay Jn,Danapur,1200,5,Summer,1.4,1550,1.292,210,Overcrowded
12424,Dibrugarh Rajdhani,Pt Deen Dayal Upadhyay Jn,Danapur,1200,6,Monsoon,0.85,909,0.758,0,Moderate
12424,Dibrugarh Rajdhani,Pt Deen Dayal Upadhyay Jn,Danapur,1200,7,Monsoon,0.8,967,0.806,0,Moderate
12424,Dibrugarh Rajdhani,Pt Deen Dayal Upadhyay Jn,Danapur,1200,8,Monsoon,0.9,1084,0.904,0,High
12424,Dibrugarh Rajdhani,Pt Deen Dayal Upadhyay Jn,Danapur,1200,9,Post-Monsoon,1.0,1129,0.941,0,High
12424,Dibrugarh Rajdhani,Pt Deen Dayal Upadhyay Jn,Danapur,1200,10,Post-Monsoon,1.3,1437,1.198,142,Overcrowded
12424,Dibrugarh Rajdhani,Pt Deen Dayal Upadhyay Jn,Danapur,1200,11,Post-Monsoon,1.45,1620,1.35,252,Overcrowded
12424,Dibrugarh Rajdhani,Pt Deen Dayal Upadhyay Jn,Danapur,1200,12,Winter,1.2,1302,1.085,61,Overcrowded
12433,Rajdhani,Chennai Central,Vijayawada Jn,1200,1,Winter,1.05,1116,0.93,0,High
12433,Rajdhani,Chennai Central,Vijayawada Jn,1200,2,Winter,0.9,1047,0.873,0,Moderate
12433,Rajdhani,Chennai Central,Vijayawada Jn,1200,3,Summer,1.25,1303,1.086,61,Overcrowded
12433,Rajdhani,Chennai Central,Vijayawada Jn,1200,4,Summer,1.1,1204,1.004,2,High
12433,Rajdhani,Chennai Central,Vijayawada Jn,1200,5,Summer,1.4,1442,1.202,145,Overcrowded
12433,Rajdhani,Chennai Central,Vijayawada Jn,1200,6,Monsoon,0.85,938,0.782,0,Moderate
12433,Rajdhani,Chennai Central,Vijayawada Jn,1200,7,Monsoon,0.8,824,0.687,0,Low
12433,Rajdhani,Chennai Central,Vijayawada Jn,1200,8,Monsoon,0.9,1053,0.878,0,Moderate
12433,Rajdhani,Chennai Central,Vijayawada Jn,1200,9,Post-Monsoon,1.0,1070,0.892,0,Moderate
12433,Rajdhani,Chennai Central,Vijayawada Jn,1200,10,Post-Monsoon,1.3,1460,1.217,156,Overcrowded
12433,Rajdhani,Chennai Central,Vijayawada Jn,1200,11,Post-Monsoon,1.45,1620,1.35,252,Overcrowded
12433,Rajdhani,Chennai Central,Vijayawada Jn,1200,12,Winter,1.2,1335,1.113,81,Overcrowded
12434,Rajdhani,V Lakshmibai Jhansi,Bhopal Jn,1200,1,Winter,1.05,1213,1.011,7,High
12434,Rajdhani,V Lakshmibai Jhansi,Bhopal Jn,1200,2,Winter,0.9,931,0.776,0,Moderate
12434,Rajdhani,V Lakshmibai Jhansi,Bhopal Jn,1200,3,Summer,1.25,1359,1.133,95,Overcrowded
12434,Rajdhani,V Lakshmibai Jhansi,Bhopal Jn,1200,4,Summer,1.1,1125,0.938,0,High
12434,Rajdhani,V Lakshmibai Jhansi,Bhopal Jn,1200,5,Summer,1.4,1534,1.279,200,Overcrowded
12434,Rajdhani,V Lakshmibai Jhansi,Bhopal Jn,1200,6,Monsoon,0.85,870,0.725,0,Moderate
12434,Rajdhani,V Lakshmibai Jhansi,Bhopal Jn,1200,7,Monsoon,0.8,930,0.775,0,Moderate
12434,Rajdhani,V Lakshmibai Jhansi,Bhopal Jn,1200,8,Monsoon,0.9,956,0.797,0,Moderate
12434,Rajdhani,V Lakshmibai Jhansi,Bhopal Jn,1200,9,Post-Monsoon,1.0,1116,0.93,0,High
12434,Rajdhani,V Lakshmibai Jhansi,Bhopal Jn,1200,10,Post-Monsoon,1.3,1480,1.234,168,Overcrowded
12434,Rajdhani,V Lakshmibai Jhansi,Bhopal Jn,1200,11,Post-Monsoon,1.45,1603,1.336,241,Overcrowded
12434,Rajdhani,V Lakshmibai Jhansi,Bhopal Jn,1200,12,Winter,1.2,1352,1.127,91,Overcrowded
12509,Guwahati Sbc Express,Bangarapet,Jolarpettai,1800,1,Winter,1.05,1490,0.828,0,Moderate
12509,Guwahati Sbc Express,Bangarapet,Jolarpettai,1800,2,Winter,0.9,1218,0.677,0,Low
12509,Guwahati Sbc Express,Bangarapet,Jolarpettai,1800,3,Summer,1.25,1647,0.915,0,High
12509,Guwahati Sbc Express,Bangarapet,Jolarpettai,1800,4,Summer,1.1,1447,0.804,0,Moderate
12509,Guwahati Sbc Express,Bangarapet,Jolarpettai,1800,5,Summer,1.4,1962,1.09,97,Overcrowded
12509,Guwahati Sbc Express,Bangarapet,Jolarpettai,1800,6,Monsoon,0.85,1193,0.663,0,Low
12509,Guwahati Sbc Express,Bangarapet,Jolarpettai,1800,7,Monsoon,0.8,1180,0.656,0,Low
12509,Guwahati Sbc Express,Bangarapet,Jolarpettai,1800,8,Monsoon,0.9,1245,0.692,0,Low
12509,Guwahati Sbc Express,Bangarapet,Jolarpettai,1800,9,Post-Monsoon,1.0,1297,0.721,0,Moderate
12509,Guwahati Sbc Express,Bangarapet,Jolarpettai,1800,10,Post-Monsoon,1.3,1862,1.035,37,High
12509,Guwahati Sbc Express,Bangarapet,Jolarpettai,1800,11,Post-Monsoon,1.45,2019,1.122,131,Overcrowded
12509,Guwahati Sbc Express,Bangarapet,Jolarpettai,1800,12,Winter,1.2,1742,0.968,0,High
